,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.1363,0.1363,0.0,"x, x, 0",8 g,2
1,E2,0.5,0.0,0.1073,"1/2, 0, z",4 f,mm2
2,E3,0.3863,0.8863,0.25,"x, x+1/2, 1/4",8 h,2
