,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,14,23,68,74,200,167,362,290,626,455,2280
1,V2,4,33,40,112,112,276,216,480,368,740,2382
