,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,6,24,26,54,56,117,98,177,152,714,8(2).8(2).8(2)
1,V2,3,10,14,34,40,84,73,144,125,224,752,4(2).8(2).8(2)
2,V3,6,8,18,26,66,56,102,98,198,152,731,4.4.4.4.4.4.8(2).8(2).8(2).12(4).12(4).12(4).12(4).12(4).12(4)
