,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.077,0.077,0.1873,"x, x, z",16 m,m,2
1,V2,3,0.2575,0.2575,0.0,"x, x, 0",8 h,mm2,4
2,V3,3,0.1486,0.1486,0.0,"x, x, 0",8 h,mm2,4
3,V4,3,0.1481,0.1481,0.3757,"x, x, z",16 m,m,2
