,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,19,51,86,137,196,268,347,444,544,2101
1,V2,6,19,45,89,132,196,265,348,438,547,2086
