,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,10,44,34,120,74,232,130,380,202,1235
1,V2,3,18,18,72,51,170,99,296,162,468,1358
2,V3,4,22,20,78,52,170,100,302,164,470,1383
