,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,7,22,55,99,144,228,300,368,512,607,2343
1,V2,7,24,55,95,157,214,305,383,501,598,2340
