,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.3885,0.0,0.0,"x, 0, 0",12 i,2,2
1,V2,3,0.3886,0.1943,0.124,"2y, y, z",12 k,m,2
