,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.164,0.836,0.25,"x, 1-x, 1/4",4 a,2
1,E2,0.578,0.25,0.375,"x, y, z",8 b,1
2,E3,0.578,0.75,0.375,"x, y, z",8 b,1
3,E4,0.414,0.086,0.2265,"x, y, z",8 b,1
