,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,5,0.0,0.1667,0.1667,"0, y, y",48 h,mm2,4
1,V2,6,0.3333,0.3333,0.3333,"x, x, x",32 f,3m,6
