,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.3973,0.1074,0.1373,"x, y, z",16 r,1,1
1,V2,4,0.2922,0.1077,0.0824,"x, y, z",16 r,1,1
2,V3,4,0.1025,0.1076,0.1129,"x, y, z",16 r,1,1
3,V4,4,0.2077,0.1078,0.1679,"x, y, z",16 r,1,1
4,V5,4,0.3976,0.103,0.0305,"x, y, z",16 r,1,1
5,V6,4,0.1022,0.103,0.2196,"x, y, z",16 r,1,1
