,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.0,0.0,"0, 0, 0",4 a,2/m
1,E2,0.5,0.1371,0.0885,"1/2, y, z",8 f,m
2,E3,0.25,0.25,0.0,"1/4, 1/4, 0",8 d,-1
3,E4,0.25,0.1371,0.25,"x, y, 1/4",8 g,m
