,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.0,0.0863,0.5863,"0, y, y+1/2",24 j,2,2
1,V2,3,0.0,0.1726,0.6726,"0, y, y+1/2",24 j,2,2
2,V3,3,0.1074,0.1937,0.7264,"x, y, z",48 l,1,1
