,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,6,10,16,26,39,55,73,93,117,439,6.8.12(2)
1,V2,3,6,11,16,25,40,55,72,95,116,440,6.8.8
2,V3,3,6,11,18,27,38,53,74,101,130,462,6.8.8
3,V4,3,5,9,16,26,38,49,65,92,119,423,4.8.12(2)
