,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.75,0.9158,0.25,"3/4, y, 1/4",16 f,2,2
1,V2,4,0.5922,0.9598,0.335,"x, y, z",32 i,1,1
