,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,12,8,60,36,204,78,420,140,684,230,1873
1,V2,12,10,72,34,204,82,420,142,684,218,1879
2,V3,3,28,17,112,51,280,105,528,171,820,2116
