,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,4,8,28,34,76,82,148,142,244,226,993
1,V2,4,15,20,47,58,110,110,194,186,302,1047
2,V3,8,10,24,38,80,78,144,158,256,206,1003
