,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,5,10,26,47,63,106,143,174,226,316,1117,3.3.3.3.4.4.8.8(2).8(2).8(2)
1,V2,5,9,26,45,65,109,138,172,244,290,1104,3.3.3.3.4.4.8.8(2).8(2).8(2)
2,V3,5,11,24,44,68,102,137,186,246,273,1097,3.3.3.3.4.5(2).8.8(2).8(2).8(2)
3,V4,6,11,27,45,69,102,149,179,250,280,1119,3.3.3.3.3.4.4.4(2).5.5.8.8.8.8(2).8(2)
