,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,8,16,24,72,60,104,102,232,156,783
1,V2,4,6,20,20,52,50,116,98,188,146,701
2,V3,3,11,12,31,35,85,71,142,123,245,759
