,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,4,12,36,66,124,174,260,330,444,534,1985
1,V2,6,22,46,94,138,214,278,382,466,598,2245
2,V3,8,22,56,90,152,206,296,370,488,582,2271
