,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,4,17,30,69,84,165,166,285,274,453,1548
1,V2,8,16,40,54,120,128,216,210,376,352,1521
2,V3,4,10,40,56,108,120,224,220,360,332,1475
