,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.3602,0.1057,0.2317,"x, y, z",16 m,1,1
1,V2,4,0.037,0.3298,0.3191,"x, y, z",16 m,1,1
2,V3,3,0.1443,0.0455,0.2453,"x, y, z",16 m,1,1
3,V4,3,0.1566,0.2849,0.4286,"x, y, z",16 m,1,1
