,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,5,8,18,32,46,69,93,113,155,196,736,3.3.3.3.4.4.8.8.8.8
1,V2,4,9,18,30,45,66,95,120,149,190,727,3.8(2).4.8.4.8
2,V3,4,8,17,30,44,68,93,121,155,182,723,3.8(2).4.8.4.8
3,V4,4,8,16,29,45,72,96,113,151,192,727,3.8(2).4.8.4.8
