,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,7,0.2325,0.0422,0.0625,"x, y, z",32 i,1,1
1,V2,3,0.0436,0.7064,0.125,"x, 1/4-x, 1/8",16 g,2,2
2,V3,3,0.1052,0.6448,0.125,"x, 3/4-x, 1/8",16 g,2,2
3,V4,3,0.171,0.1039,0.0594,"x, y, z",32 i,1,1
