,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.943,0.0881,0.1451,"x, y, z",192 j,1
1,E2,0.0,0.1451,0.219,"0, y, z",96 i,m
2,E3,0.943,0.25,0.057,"x, 1/4,1-x",96 h,2
