,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,6,19,41,73,111,159,219,281,357,444,1711,3.3.3.4.4.4.4.5.5(2).6.6.6(2).6(3).8(3).*
