,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,9,59,152,278,440,638,872,1142,1448,1790,6829
1,V2,20,74,164,290,452,650,884,1154,1460,1802,6951
