,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.25,0.5,"0, 1/4, z",8 e,mm2
1,E2,0.0854,0.0698,0.5,"x, y, z",32 i,1
2,E3,0.2896,0.0396,0.125,"x, x-1/4, 1/8",16 g,2
