,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.125,0.125,0.125,"1/8, 1/8, 1/8",8 a,-43m,24
1,V2,4,0.218,0.218,0.218,"x, x, x",32 e,3m,6
2,V3,4,0.182,0.182,0.3709,"x, x, z",96 g,m,2
