,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,5,8,11,13,18,27,35,43,59,223,4.4.18
1,V2,4,7,8,10,16,22,26,36,53,64,247,4.4.4.18.24(1292).24(1292)
