,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.0,0.0771,0.3228,"0, y, z",24 g,m,2
1,V2,4,0.1308,0.1588,0.3224,"x, y, z",48 h,1,1
2,V3,4,0.0771,0.2878,0.257,"x, y, z",48 h,1,1
