,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0,0.1251,0.0,"0, y, 0",4 l,mm2,4
1,V2,4,0.1251,0.2501,0.0,"x, y, 0",8 p,m,2
2,V3,4,0.125,0.3751,0.5,"x, y, 1/2",8 q,m,2
3,V4,4,0.125,0.5,0.0,"x, 1/2, 0",4 n,mm2,4
