,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.1308,0.3333,0.0833,"x, 1/3, 1/12",18 e,2
1,E2,0.0405,0.2932,0.1002,"x, y, z",36 f,1
2,E3,0.0454,0.1734,0.1509,"x, y, z",36 f,1
3,E4,0.2426,0.2426,0.25,"x, x, 1/4",18 e,2
4,E5,0.1276,0.0808,0.2174,"x, y, z",36 f,1
5,E6,0.0808,0.1276,0.2174,"x, y, z",36 f,1
6,E7,0.0468,0.0468,0.1848,"x, y, z",36 f,1
7,E8,0.0936,0.0,0.25,"x, 0, 1/4",18 e,2
