,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.1429,0.5712,0.3124,"x, y, z",8 f,1
1,E2,0.0,0.0712,0.25,"0, y, 1/4",4 e,2
2,E3,0.1429,0.0,0.5624,"x, y, z",8 f,1
3,E4,0.25,0.3212,0.25,"x, y, z",8 f,1
4,E5,0.25,0.25,0.5,"1/4, 1/4, 1/2",4 d,-1
