,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,24,12,120,42,384,92,696,162,1224,252,3009
1,V2,16,12,136,42,360,92,728,162,1184,252,2985
2,V3,3,46,22,213,61,504,120,909,199,1440,3518
