,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0,0.0,0.5,"0, 0, 1/2",3 d,4/mmm,16
1,V2,6,0.0,0.5,0.5,"0, 1/2, 1/2",3 c,4/mmm,16
2,V3,6,0.5,0.5,0.5,"1/2, 1/2, 1/2",1 b,m-3m,48
