,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,6,0.0,0.0,0.0,"0, 0, 0",1 a,622,12
1,V2,6,0.3333,0.6667,0.5,"1/2, 2/3, 0",2 c,32,6
2,V3,3,0.0,0.3201,0.0,"x, y, 0",6 j,2,2
