,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.1047,0.4202,0.1333,"x, y, z",24 l,1,1
1,V2,3,0.001,0.3629,0.25,"x, y, 1/4",12 j,m,2
2,V3,3,0.5974,0.2987,0.25,"2y, y, 1/4",6 h,mm2,4
3,V4,4,0.4157,0.1188,0.25,"x, y, 1/4",12 j,m,2
4,V5,4,0.4608,0.1785,0.0505,"x, y, z",24 l,1,1
5,V6,7,0.4774,0.2387,0.25,"2y, y, 1/4",6 h,mm2,4
