,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,19,47,74,120,170,227,303,376,466,1811
1,V2,5,20,40,81,110,177,226,294,385,456,1795
