,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.9837,0.875,0.5504,"x, y, z",8 d,1
1,E2,0.8882,0.9778,0.355,"x, y, z",8 d,1
2,E3,0.8618,0.0222,0.605,"x, y, z",8 d,1
3,E4,0.0917,0.25,0.2098,"x, 1/4, z",4 c,m
4,E5,0.1872,0.3528,0.9052,"x, y, z",8 d,1
