,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,16,34,112,150,348,344,718,624,1172,3523,4(2).4(2).6.6.8(5).8(5)
1,V2,6,14,51,83,225,236,516,476,936,776,3320,4.4.4.4.4.4.6.6.6.8(2).8(2).8(2).8(4).8(4).8(4)
