,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,10,20,32,47,68,92,120,154,190,738,4.4.6.8.6.8
1,V2,4,8,14,26,45,68,92,117,147,185,707,4.4.4.6.4.8
