,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,9,19,34,48,66,96,127,151,183,738,4.6.4.6.4.6
1,V2,4,12,18,28,52,78,88,112,162,204,759,6.6.6.6.6.6
