,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.25,0.1074,"0, 1/4, z",8 g,mm2
1,E2,0.25,0.25,0.25,"1/4, 1/4, 1/4",8 d,2/m
2,E3,0.25,0.25,0.9824,"x, 1/4, z",16 h,m
3,E4,0.25,0.0,0.125,"x, x-1/4, 1/8",16 6,2
