,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,12,0.0,0.0,0.0,"0, 0, 0",2 a,-3m,12
1,V2,12,0.3333,0.1667,0.25,"2y, y, 1/4",6 h,mm2,4
2,V3,16,0.3333,0.6667,0.0625,"1/3, 2/3, z",4 f,3m,6
