,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,5,7,11,16,33,45,59,77,105,135,494,3.3.3.3.4.4.12.12.16.16(5)
1,V2,3,6,11,16,23,38,64,80,90,120,452,3.12.12
2,V3,3,4,6,12,26,36,47,70,99,128,432,3.12.12
3,V4,3,4,10,14,22,34,59,80,85,122,434,3.12.12
