,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.0,0.0,0.2061,"0, 0, z",24 f,mm2,4
1,V2,5,0.0,0.0,0.3783,"0, 0, z",24 f,m,2
2,V3,4,0.1891,0.1891,0.1891,"x, x, x",16 e,3m,6
3,V4,4,0.0897,0.0897,0.0897,"x, x, x",16 e,3m,6
