,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,6,0.0,0.25,0.875,"0, 1/4, 7/8",12 b,-4,4
1,V2,3,0.0,0.25,0.1667,"0, 1/4, z",24 d,2,2
