,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,5,33,44,177,145,442,305,826,525,1330,3833
1,V2,6,8,48,60,222,170,510,340,918,570,2853
2,V3,12,22,108,98,324,234,660,430,1116,686,3691
