,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,16,62,58,172,128,338,226,560,352,1921
1,V2,4,20,30,100,84,234,166,424,276,670,2009
2,V3,4,22,32,110,88,246,172,442,284,690,2091
