,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.3081,0.0,0.25,"x, 0, 1/4",4 a,2,2
1,V2,4,0.4167,0.3419,0.5,"x, y, z",8 d,1,1
