,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0687,0.0,0.3341,"x, 0, z",96 j,m
1,E2,0.1173,0.0687,0.3827,"x, y, 1/2-x",96 k,m
2,E3,0.0967,0.0967,0.2781,"x, x, z",96 k,m
3,E4,0.1248,0.1734,0.1734,"x, y, y",96 k,m
