,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.5,0.15,0.5,"1/2, y, 1/2",6 f,4mm,8
1,V2,24,0.0,0.0,0.0,"0, 0, 0",1 a,m-3m,48
