,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.1203,0.8797,0.0,"x, 1-x, 0",8 g,2,2
1,V2,4,0.1203,0.2333,0.3513,"x, y, z",16 j,1,1
