,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.375,0.0,0.3386,"x, y, z",12 i,1
1,E2,0.5,0.0,0.0,"1/2, 0, 0",6 g,-1
2,E3,0.4168,0.2084,0.25,"2y, y, 1/4",6 h,2
3,E4,0.5417,0.0834,0.25,"x, 2x, 1/4",6 h,2
