,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,11,21,34,52,75,106,143,183,223,853,4.6(2).6.6(3).6(2).6(2)
1,V2,4,10,21,37,57,81,107,136,172,213,839,4.4.6(2).8(3).6(3).8(2)
