,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,6,12,44,42,122,92,240,162,398,252,1371,6.6.6.6.6(2).6(2).6(2).6(2).6(2).6(2).6(2).8.8.*.*
1,V2,3,15,22,71,61,167,120,303,199,481,1443,6(3).6(3).6(3)
