,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.25,0.0,0.4328,"1/4, 0, z",8 l,2
1,E2,0.313,0.0,0.5,"x, 0, 1/2",8 i,2
2,E3,0.25,0.9674,0.5,"1/4, y, 1/2",8 k,2
3,E4,0.362,0.9405,0.3759,"x, y, z",16 o,1
4,E5,0.5,0.9135,0.319,"1/2, y, z",8 m,m
5,E6,0.4109,0.8814,0.2508,"x, y, z",16 o,1
6,E7,0.0,0.1508,0.1827,"0, y, z",8 m,m
7,E8,0.1391,0.1774,0.126,"x, y, z",16 o,1
8,E9,0.25,0.2039,0.0,"1/4, y, 0",8 j,2
9,E10,0.311,0.25,0.9307,"x, 1/4, z",8 n,m
