,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,10,20,34,58,82,108,144,186,222,869,4.4.6(2).6(2).12(12).12(50)
1,V2,4,10,20,36,58,82,108,144,186,226,875,4.4.6.6.6(2).6(2)
