,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,8,18,32,53,82,109,140,177,224,847,8(2).8(4).8(4)
1,V2,4,8,20,36,58,80,108,142,184,224,865,8(2).8(2).8(2).8(2).8(2).8(2)
