,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,8,64,44,216,94,408,176,736,254,2009
1,V2,12,12,72,42,204,98,432,168,696,266,2003
2,V3,3,26,20,112,61,284,123,526,208,852,2216
