,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,6,10,18,42,54,76,120,138,174,238,877,3.3.3.3.8.8.8.8.12(4).12(4).12(4).12(4).*.*.*
1,V2,3,9,18,29,57,80,99,147,180,209,832,3.8.8
