,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,12,18,62,120,168,224,384,444,518,774,2725
1,V2,3,23,40,89,155,236,291,429,556,637,2460
