,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,24,0.0,0.0,0.0,"0, 0, 0",4 a,m-3m,48
1,V2,12,0.0,0.0,0.5,"0, 0, 1/2",4 b,m-3m,48
2,V3,3,0.0,0.1927,0.3073,"0, y, 1/2-y",48 k,mm2,4
